THE MEDIA WORKSHOP - MOVE YOURSELF!,22:00 - 04:00
EXTERNAL COMBUSTION,22:00 - 03:00
BROOKLYN HEALER,16:00 - 18:00
VERSILLI,14:30 - 15:10
RIMSKI'S YARD,14:00 - 01:00
BROOKLYN HEALER,12:30 - 14:30
VERSILLI,12:15 - 12:55
BASH STREET THEATRE,11:00 - 12:00
THE SWING BOATS,11:00 - 19:00
THE ASTROLABE THEATRE,
THURSDAY,
COMEDY HYPNOTISTS MISTY & THE SANDMAN,22:45 - 23:45
BOX 9 DRUMLINE,21:55 - 22:40
GECKO,21:40 - 21:55
VOU FIJI DANCE COMPANY (UNTOLD),20:50 - 21:40
NEIL BALFOUR (DARK CABARET),20:30 - 20:50
JONATHAN PIE,19:30 - 20:30
STUART GOLDSMITH (COMPERE),19:00 - 19:29
FRIDAY,
COMEDY HYPNOTISTS MISTY & THE SANDMAN,01:45 - 02:45
FRANK OLIVIER’S TWISTED CABARET,00:45 - 01:45
BOX 9 DRUMLINE,00:00 - 00:45
SLEEPING TREES (SPAGHETTI WESTERN),19:10 - 20:10
VOU FIJI DANCE COMPANY (UNTOLD),18:10 - 19:00
JONATHAN PIE,17:00 - 18:00
GEORGE EGG (COMPERE),16:50 - 17:00
ROD LAVER,16:40 - 16:50
TAIKO MEANTIME,15:50 - 16:35
GECKO,15:30 - 15:45
NEIL BALFOUR (DARK CABARET),15:20 - 15:30
STEPHEN FROST IMPRO ALLSTARS,14:10 - 15:10
SALLY-ANNE HAYWARD (COMPERE),14:00 - 14:09
COMRADES IN THE DARK,13:20 - 14:00
THE BLACK EAGLES,12:50 - 13:15
MARCUS DU SAUTOY (THE SCHOOL OF HARD SUMS),12:00 - 12:50
SIEGFRIED AND JOY,11:00 - 12:00
DAN EVANS (COMPERE),10:55 - 11:59
SATURDAY,
COMEDY HYPNOTISTS MISTY & THE SANDMAN,01:45 - 02:45
FRANK OLIVIER’S TWISTED CABARET,00:45 - 01:45
BOX 9 DRUMLINE,00:00 - 00:45
COMRADES IN THE DARK,19:00 - 19:40
SLEEPING TREES (SPAGHETTI WESTERN),17:50 - 18:50
TAIKO MEANTIME,17:00 - 17:45
SALLY-ANNE HAYWARD (COMPERE),16:56 - 16:59
GECKO,16:40 - 16:55
NEIL BALFOUR (DARK CABARET),16:30 - 16:40
MIK ARTISTIK’S EGO TRIP,15:25 - 16:25
STEPHEN FROST IMPRO ALLSTARS,14:21 - 15:20
DAN EVANS (COMPERE),14:20 - 14:21
VOU FIJI DANCE COMPANY (UNTOLD),13:30 - 14:20
ROD LAVER,13:20 - 13:30
THE BLACK EAGLES,12:50 - 13:15
MARCUS DU SAUTOY (THE SCHOOL OF HARD SUMS),12:00 - 12:50
SIEGFRIED & JOY,11:00 - 12:00
GEORGE EGG (COMPERE),10:55 - 11:00
SUNDAY,
FRANK OLIVIER’S TWISTED CABARET,17:30 - 18:30
SLEEPING TREES (SPAGHETTI WESTERN),16:20 - 17:20
DAN EVANS (COMPERE),16:10 - 16:19
COMRADES IN THE DARK,15:30 - 16:09
GECKO,15:10 - 15:25
WEST END KIDS,14:25 - 15:10
GEORGE EGG (COMPERE),14:21 - 14:24
TAIKO MEANTIME,13:35 - 14:20
ROD LAVER,13:20 - 13:30
THE BLACK EAGLES,12:50 - 13:15
MARCUS DU SAUTOY (THE SCHOOL OF HARD SUMS),12:00 - 12:50
SIEGFRIED & JOY,11:00 - 12:00
SALLY-ANNE HAYWARD (COMPERE),10:55 - 10:59
THE SUMMER HOUSE,
FRIDAY,
DOREEN DOREEN,00:00 - 01:00
LES OOH LA LAS,19:30 - 19:33
BEE'S KNEES SWING DANCE REVIEW,19:10 - 19:30
BEYOND REPAIR ENTERTAINMENT,18:40 - 18:55
LEKIDDO - LORD OF THE LOBSTERS!,18:00 - 18:30
NEIL BALFOUR,17:35 - 17:50
BILLY KIDD SHOW,17:00 - 17:30
DARK ANGELS,16:40 - 16:48
JUST 4 FUNK,15:55 - 16:30
THE JESTAR,15:45 - 15:50
DARK ANGELS,15:30 - 15:38
STUART GOLDSMITH(COMPERE),15:26 - 15:29
UMAMI DANCE THEATRE,14:55 - 15:25
BEYOND REPAIR ENTERTAINMENT,14:35 - 14:50
BEE'S KNEES SWING DANCE REVIEW,14:10 - 14:30
STRONG ENOUGH,13:20 - 14:05
LES BUBB,13:05 - 13:15
JON HICKS,12:35 - 12:50
DARRYL CARRINGTON,11:55 - 12:25
DEPARTMENT OF GRUFF,11:00 - 11:45
ED PETRIE (COMPERE),10:55 - 11:00
SATURDAY,
DOREEN DOREEN,00:00 - 01:00
LES OOH LA LAS,19:40 - 19:43
BEE'S KNEES SWING DANCE REVIEW,19:20 - 19:40
LEKIDDO - LORD OF THE LOBSTERS!,18:35 - 19:05
BEYOND REPAIR ENTERTAINMENT,18:15 - 18:30
NEIL BALFOUR,17:50 - 18:05
DARK ANGELS,17:30 - 17:38
JUST 4 FUNK,16:50 - 17:25
THE JESTAR,16:37 - 16:41
DARK ANGELS,16:25 - 16:33
UMAMI DANCE THEATRE,15:50 - 16:20
BEYOND REPAIR ENTERTAINMENT,15:30 - 15:45
STUART GOLDSMITH(COMPERE),15:26 - 15:29
BILLY KIDD SHOW,14:55 - 15:25
PAUL CURRIE,14:20 - 14:50
BEE'S KNEES SWING DANCE REVIEW,13:55 - 14:15
STRONG ENOUGH,13:05 - 13:50
DARRYL CARRINGTON,12:20 - 12:50
JON HICKS,11:55 - 12:10
DEPARTMENT OF GRUFF,11:00 - 11:45
ED PETRIE (COMPERE),10:55 - 10:59
SUNDAY,
DOREEN DOREEN,23:00 - 00:00
BEE'S KNEES SWING DANCE REVIEW,18:50 - 19:10
LES OOH LA LAS,18:40 - 18:43
WEST END KIDS,17:45 - 18:30
LEKIDDO - LORD OF LOBSTERS!,17:05 - 17:35
BEYOND REPAIR ENTERTAINMENT,16:40 - 16:55
BEE'S KNEES SWING DANCE REVIEW,16:10 - 16:30
BEYOND REPAIR ENTERTAINMENT,15:50 - 16:05
BILLY KIDD SHOW,15:15 - 15:45
LES BUBB,15:00 - 15:10
STUART GOLDSMITH (COMPERE),14:55 - 14:59
DARK ANGELS,14:46 - 14:54
THE JESTAR,14:35 - 14:39
JUST 4 FUNK,13:55 - 14:30
DARK ANGELS,13:40 - 13:48
PAUL CURRIE,13:05 - 13:35
DARRYL CARRINGTON,12:20 - 12:50
JON HICKS,11:55 - 12:10
DEPARTMENT OF GRUFF,11:00 - 11:45
ED PETRIE (COMPERE),10:55 - 10:59
THE GATEWAY,
THURSDAY,
LAND OF THE GIANTS,18:15 - 18:45
LEKIDDO,17:40 - 18:10
MIK ARTISTIK'S EGO TRIP,16:35 - 17:35
JON HICKS,16:00 - 16:30
GARETH JONES,15:25 - 15:55
FLASHMOB,14:50 - 15:20
NEW YORK BRASS BAND,14:00 - 14:45
FRIDAY,
NEW YORK BRASS BAND,17:10 - 17:55
MAGNIFICENT KEVENS,16:20 - 17:05
MICHELE DREES,15:45 - 16:15
BEATBOX COLLECTIVE,15:10 - 15:40
GARETH JONES,14:35 - 15:05
LAND OF THE GIANTS,14:00 - 14:30
SATURDAY,
BEATBOX COLLECTIVE,18:05 - 18:35
GARETH JONES,17:30 - 18:00
PHIL KAY,17:05 - 17:25
NEW YORK BRASS BAND,16:15 - 17:00
MAGNIFICENT KEVENS,15:25 - 16:10
MICHELE DREES,14:35 - 15:20
LAND OF THE GIANTS,14:00 - 14:30
SUNDAY,
BEATBOX COLLECTIVE,18:30 - 19:00
PHIL KAY,17:55 - 18:25
NEW YORK BRASS BAND,17:05 - 17:50
EPIC STORY QUEST,16:00 - 17:00
MAGNIFICENT KEVENS,15:10 - 15:55
LEKIDDO,14:35 - 15:05
LAND OF THE GIANTS,14:00 - 14:30
BELLA'S FIELD,
THURSDAY,
THE MEDIA WORKSHOP - MOVE YOURSELF!,22:00 - 04:00
MR PEEWEE THE DRUMMING PUPPET,15:00 - 15:30
BOB'S BLUNDABUS,14:00 - 02:00
EASEL PEASEL,14:00 - 18:00
SOL CINEMA,13:30 - 16:30
DAEMON OR DOPPLEGANGER,13:00 - 17:00
JEZ MANSFIELD MASTER MAGICIAN,13:00 - 13:45
THE MAGPIE'S FORTUNE,12:00 - 18:00
SAM SEBASTIAN MAGIC,12:00 - 12:30
THE CRAZY GOLF COMPANY,11:00 - 20:00
PORTACLUE: THE PORTALOO ESCAPE,11:00 - 19:00
GLASTONBURY SINGS!,11:00 - 12:00
FRIDAY,
THE MEDIA WORKSHOP - MOVE YOURSELF!,22:00 - 04:00
DANIEL MCKEE,16:15 - 17:00
WATCH THE BIRDIE,16:00 - 17:30
SAM SEBASTIAN MAGIC,15:30 - 16:00
DANIEL MCKEE,14:15 - 15:00
BOB'S BLUNDABUS,14:00 - 02:00
EASEL PEASEL,14:00 - 18:00
SCOTT WALKER,13:00 - 19:00
JEZ MANSFIELD MASTER MAGICIAN,13:00 - 13:45
WATCH THE BIRDIE,12:30 - 14:00
MR PEEWEE THE DRUMMING PUPPET,12:15 - 12:45
THE MAGPIE'S FORTUNE,12:00 - 18:00
SOL CINEMA,12:00 - 18:00
SAM SEBASTIAN MAGIC,12:00 - 12:30
THE CRAZY GOLF COMPANY,11:00 - 20:00
DAEMON OR DOPPLEGANGER,11:00 - 19:00
PORTACLUE: THE PORTALOO ESCAPE,11:00 - 19:00
GLASTONBURY SINGS!,11:00 - 12:00
SATURDAY,
THE MEDIA WORKSHOP - MOVE YOURSELF!,22:00 - 04:00
DANIEL MCKEE,16:15 - 17:00
WATCH THE BIRDIE,16:00 - 17:30
SAM SEBASTIAN MAGIC,15:30 - 16:00
MR PEEWEE THE DRUMMING PUPPET,15:00 - 15:30
DANIEL MCKEE,14:15 - 15:00
BOB'S BLUNDABUS,14:00 - 02:00
EASEL PEASEL,14:00 - 18:00
SCOTT WALKER,13:00 - 19:00
JEZ MANSFIELD MASTER MAGICIAN,13:00 - 13:45
WATCH THE BIRDIE,12:30 - 14:00
THE MAGPIE'S FORTUNE,12:00 - 18:00
SOL CINEMA,12:00 - 18:00
SAM SEBASTIAN MAGIC,12:00 - 12:30
THE CRAZY GOLF COMPANY,11:00 - 20:00
DAEMON OR DOPPLEGANGER,11:00 - 19:00
PORTACLUE: THE PORTALOO ESCAPE,11:00 - 19:00
GLASTONBURY SINGS!,11:00 - 12:00
THE MEDIA WORKSHOP - MOVE YOURSELF!,22:00 - 04:00
SUNDAY,
WATCH THE BIRDIE,16:00 - 17:30
MR PEEWEE THE DRUMMING PUPPET,16:00 - 16:30
DANIEL MCKEE,15:30 - 16:15
BOB'S BLUNDABUS,14:00 - 02:00
SOL CINEMA,13:30 - 16:30
SCOTT WALKER,13:00 - 19:00
DAEMON OR DOPPLEGANGER,13:00 - 17:00
DANIEL MCKEE,13:00 - 13:45
WATCH THE BIRDIE,12:30 - 14:00
THE MAGPIE'S FORTUNE,12:00 - 18:00
SAM SEBASTIAN MAGIC,12:00 - 12:30
PORTACLUE: THE PORTALOO ESCAPE,11:00 - 19:00
CABARET,
FRIDAY,
BASSEY BEWITCHED,01:50 - 02:00
ANDREW O'NEILL,01:15 - 01:45
NICK DOODY,00:45 - 01:10
PHIL NICHOL,00:10 - 00:40
LARRY DEAN,23:25 - 00:05
EMMANUEL SONUBI,22:35 - 23:05
JOJO SUTHERLAND (COMPERE),22:31 - 22:34
STEVE HUGHES,22:00 - 22:30
KERRY GODLIMAN,21:25 - 21:55
JEN BRISTER,20:50 - 21:20
SARAH KEYWORTH,20:15 - 20:45
4 POOFS AND A PIANO,19:30 - 20:10
CERYS NELMES (COMPERE),19:26 - 19:29
ADAM HILLS,18:55 - 19:25
DOC BROWN,18:25 - 18:50
IAN STONE,17:50 - 18:20
MATT KIRSHEN,17:15 - 17:40
RSVP - BHANGRA WORKSHOP,16:40 - 17:10
PAUL FOOT,15:55 - 16:35
LES BUBB,15:40 - 15:50
BARBARA NICE (COMPERE),15:35 - 15:39
PAUL CURRIE,15:15 - 15:35
SEANN WALSH,14:40 - 15:10
KIRSTY NEWTON,14:05 - 14:35
JOSH WIDDICOMBE,13:30 - 14:00
SPENCER JONES,13:05 - 13:25
DOM JOLY,12:05 - 13:00
ALISTAIR BARRIE (COMPERE),12:00 - 12:04
SATURDAY,
BASSEY BEWITCHED,01:42 - 02:00
NINA GILLIGAN,01:07 - 01:40
ANDREW O'NEILL,00:20 - 00:50
FRANK SANAZI,23:45 - 00:15
NICK DOODY,23:10 - 23:40
EMMANUEL SONUBI (COMPERE),22:06 - 22:09
STEVE HUGHES AND CRAIG CAMPBELL,22:10 - 23:05
LES OOH LA LAS,21:55 - 22:05
MARCEL LUCONT - CABARET FANTASTIQUE,21:00 - 21:50
MATT KIRSCHEN,20:25 - 20:55
REGINALD D HUNTER,19:50 - 20:20
MARY BOURKE,19:15 - 19:45
CERYS NELMES (COMPERE),19:11 - 19:14
JEN BRISTER,18:40 - 19:10
LUKE WRIGHT,18:05 - 18:35
AN AUDIENCE WITH REGINALD D HUNTER - HOSTED BY DR SHAWN NEPTALI SOBERS,17:05 - 18:00
LAURA LEXX,16:30 - 17:00
NISH KUMAR,15:55 - 16:25
ALISTAIR BARRIE (COMPERE),15:51 - 15:54
NINA CONTI,15:20 - 15:50
SARAH KEYWORTH,14:45 - 15:15
JAMALI MADDIX,14:10 - 14:40
FRANK OLIVIER,13:50 - 14:05
SPENCER JONES,13:25 - 13:45
JONNY AWSUM,12:50 - 13:20
RSVP - BHANGRA,12:05 - 12:45
MARK DOLAN (COMPERE),12:00 - 12:04
SUNDAY,
BASSEY BEWITCHED,23:35 - 23:55
LES OOH LA LAS,23:20 - 23:30
TOM MONES,22:45 - 23:15
PHIL NICHOL,22:10 - 22:40
4 POOFS AND A PIANO,21:25 - 22:05
JOJO SUTHERLAND (COMPERE),21:21 - 21:24
MAWAAN RIZWAN,20:40 - 21:20
JAMALI MADDIX,20:05 - 20:35
MARCEL LUCONT,19:30 - 20:00
NINA GILLIGAN,18:55 - 19:25
MARY BOURKE,18:20 - 18:50
JONNY AWSUM,17:45 - 18:15
SHENOAH ALLEN,17:25 - 17:40
MARK DOLAN (COMPERE),17:41 - 17:44
LAURA LEXX,16:50 - 17:20
STUART GOLDSMITH,16:15 - 16:45
LES BUBB,16:00 - 16:10
KIRSTY NEWTON,15:25 - 15:55
SLEEPING TREES,14:50 - 15:20
DOC BROWN,14:15 - 14:45
WINDSOR (COMPERE),14:11 - 14:14
RICHARD AND GRETA,13:40 - 14:10
RSVP BHANGRA - DJ JUDGE + DRUMS,13:05 - 13:35
A Q&A WITH PAM AYRES,12:05 - 13:00
IAN STONE (COMPERE),12:00 - 12:05
SENSATION SEEKERS STAGE,
THURSDAY,
MELLOWMATIC,23:50 - 00:50
FIERCE & FABULOUS,23:00 - 23:45
TOBY SPIN (COMPERE),22:58 - 22:59
FRIDAY,
THE FUTURE SHAPE OF SOUND,02:08 - 02:58
TBA,01:55 - 02:03
ILLUMINAUGHTY BALL,01:00 - 01:45
B:RAVE,00:05 - 00:50
FIERCE & FABULOUS,23:10 - 23:55
ABANDOMAN AKA ROB BRODERICK,22:20 - 23:05
RAVES R US,21:30 - 22:15
TOBY SPIN (COMPERE),21:25 - 21:29
THE BEATBOX COLLECTIVE,17:30 - 18:00
JON HICKS,17:10 - 17:25
STRONG ENOUGH,16:20 - 17:05
FELICITY FOOTLOOSE,15:45 - 16:15
ABLE MABLE (COMPERE),15:36 - 15:44
MIK ARTISTIK'S EGO TRIP,14:45 - 15:35
LES BUBB,14:30 - 14:40
BINGO BANGO BONGO,13:55 - 14:25
TIANNA & LEA,13:20 - 13:50
SAM GOODBURN,13:05 - 13:15
BILLY KIDD SHOW,12:30 - 13:00
TWISTER - WITH D. PULSING,12:00 - 12:25
PETE ANDERSON (COMPERE),11:50 - 11:59
SATURDAY,
THE FUTURE SHAPE OF SOUND,02:13 - 03:03
THE BEATBOX COLLECTIVE,01:33 - 02:03
FIERCE & FABULOUS,00:38 - 01:23
TBA,00:20 - 00:28
ILLUMINAUGHTY BALL,23:25 - 00:10
B:RAVE,22:30 - 23:15
RAVES R US,21:30 - 22:20
TOBY SPIN (COMPERE),21:25 - 21:29
STRONG ENOUGH,17:15 - 18:00
TIANNA & LEA,16:35 - 17:05
FELICITY FOOTLOOSE,16:00 - 16:30
LEKIDDO - LORD OF THE LOBSTERS!,15:25 - 15:55
BINGO BANGO BONGO,14:50 - 15:20
PETE ANDERSON (COMPERE),14:46 - 14:49
ABANDOMAN AKA ROB BRODERICK,14:00 - 14:49
TBA,13:25 - 13:55
JON HICKS,13:05 - 13:20
BILLY KIDD SHOW,12:30 - 13:00
TWISTER - WITH D. PULSING,12:00 - 12:25
ABLE MABLE (COMPERE),11:50 - 11:59
SUNDAY,
THE FUTURE SHAPE OF SOUND,00:43 - 01:43
THE BEATBOX COLLECTIVE,00:03 - 00:33
ILLUMINAUGHTY BALL,23:00 - 23:45
RAVES R US,22:00 - 22:50
TOBY SPIN (COMPERE),21:55 - 21:59
MELLOWMATIC,16:55 - 17:55
TBA,16:15 - 16:45
FELICITY FOOTLOOSE,15:40 - 16:10
BINGO BANGO BONGO,15:05 - 15:35
ABLE MABLE (COMPERE),15:01 - 15:04
TIANNA & LEA,14:30 - 15:00
ABANDOMAN AKA ROB BRODERICK,13:40 - 14:25
LES BUBB,13:25 - 13:35
JON HICKS,13:05 - 13:20
BILLY KIDD SHOW,12:30 - 13:00
TWISTER - WITH D. PULSING,12:00 - 12:25
PETE ANDERSON (COMPERE),11:50 - 11:59
POETRY&WORDS,
FRIDAY,
JOHN HEGLEY,18:00 - 18:55
MURRAY LACHLAN YOUNG,17:35 - 18:07
SCOTT TYRRELL,17:05 - 17:32
ARIELLE COTTINGHAM,16:35 - 17:02
KEVIN MCLEAN,16:05 - 16:32
AFRODITA NIKOLOVA,15:35 - 16:02
ROSY CARRICK (COMPERE),15:33 - 15:34
MARK GALLIC,15:05 - 15:32
POET RS,14:35 - 15:02
CULAIN WOOD,14:05 - 14:32
BEN NORRIS,13:35 - 14:02
KID ANANSI,13:05 - 13:32
DEMI ANTER,12:35 - 13:02
HARRY BAKER,12:05 - 12:32
BOHDAN PIASECKI (COMPERE),11:25 - 11:29
GECKO,11:30 - 12:03
SATURDAY,
TONY WALSH,18:17 - 18:57
GOBLIN MARKET MUSIC,17:41 - 18:11
HARRY BAKER,17:08 - 17:35
LUKE WRIGHT,16:33 - 17:05
DEMI ANTER,16:03 - 16:30
CULAIN WOOD,15:33 - 16:00
BOHDAN PIASECKI (COMPERE),15:31 - 15:32
BEN NORRIS,15:03 - 15:30
ARIELLE COTTINGHAM,14:33 - 15:00
KID ANANSI,14:03 - 14:30
OPEN MIC HOSTED BY AFRODITA NIKOLOVA,13:00 - 14:00
DOMINIC BERRY,12:35 - 13:00
POET RS,12:05 - 12:32
ROSY CARRICK (COMPERE),12:04 - 12:05
GECKO,11:30 - 12:03
SUNDAY,
GLASTONBURY FESTIVAL POETRY SLAM,17:00 - 19:00
LISA GOODWIN,16:35 - 17:00
DESREE POET IN RESIDENCE,16:00 - 16:32
TRAVIS ALABANZA,15:27 - 15:57
IMELDA MAY,14:54 - 15:24
ROSY CARRICK (COMPERE),14:51 - 14:53
LAUREN MCNAMARA,13:50 - 14:50
ELVIS MCGONNAGALL,13:12 - 13:42
JOE SELLIMAN-LEAVA,12:08 - 13:08
BOHDAN PIASECKI (COMPERE),12:01 - 12:07
GECKO,11:30 - 12:00
MAVERICKS,
THURSDAY,
RICHARD STAMP - DICK,10:00 - 11:00
FRIDAY,
CERYS NELMES (COMPERE),02:52 - 03:00
PHIL KAY,02:41 - 02:51
BRIEFS : BITE CLUB,02:29 - 02:39
MISS ALORA LUX,02:21 - 02:27
BRIEFS : BITE CLUB,02:11 - 02:19
DAVID ERIKSSON,01:59 - 02:09
GUILLERMO LEON,01:52 - 01:57
STEWART PEMBERTON,01:44 - 01:50
SAM SEBASTIAN,01:34 - 01:42
BOOM CIRCUS,01:26 - 01:32
FRANK THE DOG,01:20 - 01:24
VENUS,01:10 - 01:18
LES OOH LA LAS,01:04 - 01:08
MATT BARNARD,00:55 - 01:02
AIRFISH CIRCUS,00:48 - 00:53
EGG & HICKS SPECIAL,00:41 - 00:46
CHARLIE BICKNELL - HERO,00:33 - 00:39
CHARLIE BICKNELL - BIG SPENDER,00:26 - 00:31
DANIEL GONCALVES,00:18 - 00:24
CERYS NELMES,00:12 - 00:16
GECKO,00:00 - 00:12
DAVE ID (THE BAR MAN),00:00 - 03:00
CERYS NELMES (COMPERE),11:59 - 00:00
SATURDAY,
KEN FANNING (COMPERE),02:53 - 03:00
FRANK SANAZI,02:43 - 02:53
BRIEFS : BITE CLUB,02:31 - 02:41
MISS ALORA LUX,02:25 - 02:29
DAVID ERIKSSON,02:13 - 02:23
BRIEFS: BITE CLUB,02:04 - 02:11
SAM SEBASTIAN,01:54 - 02:02
LOGY LOGAN,01:44 - 01:52
JOHNNY MACAULAY,01:34 - 01:42
FRANK THE DOG,01:28 - 01:32
CHRIS LYNAM,01:16 - 01:26
COCOLOCO,01:04 - 01:14
LES OOH LA LAS,00:58 - 01:02
ROD LAVER,00:46 - 00:56
EGG & HICKS SPECIAL,00:39 - 00:44
KIRSTY NEWTON,00:27 - 00:37
AIRFISH CIRCUS,00:19 - 00:25
DANIEL GONCALVES,00:12 - 00:17
BOOM CIRCUS,00:04 - 00:10
KEN FANNING,00:00 - 00:04
DAVE ID (THE BAR MAN),00:00 - 03:00
KEN FANNING (COMPERE),00:00 - 03:00
SUNDAY,
PETE ANDERSON (COMPERE),01:52 - 02:00
PHIL NICOL,01:42 - 01:52
DAVID ERIKSSON,01:25 - 01:40
DAVE ID,01:18 - 01:23
PUTIN THE BOOTIN,01:08 - 01:16
JOHNNY MACAULAY,00:58 - 01:06
LES OOH LA LAS,00:52 - 00:56
LOGY LOGAN,00:42 - 00:50
CHRIS LYNAM,00:30 - 00:40
MISS ALORA LUX,00:22 - 00:28
SAM SEBASTIAN,00:12 - 00:20
DAVE ID,00:04 - 00:10
PETE ANDERSON,00:00 - 00:04
DAVE ID (THE BAR MAN),00:00 - 02:00
PETE ANDERSON (COMPERE),00:00 - 02:00
A LITTLE MORE SENSATION,
THURSDAY,
CARAVAN OF LOST SOULS,21:30 - 23:30
STRONG ENOUGH,16:00 - 16:45
JEZ MANSFIELD MASTER MAGICIAN,15:25 - 15:55
PAUL CURRIE,14:50 - 15:20
STRONG ENOUGH,14:00 - 14:45
JON HICKS,13:25 - 13:55
FRIDAY,
CARAVAN OF LOST SOULS,23:45 - 01:45
UMAMI DANCE THEATRE,17:30 - 18:00
PAUL CURRIE,16:55 - 17:25
JEZ MANSFIELD MASTER MAGICIAN,16:20 - 16:50
DAN THE HAT,15:45 - 16:15
AKIRA,15:10 - 15:40
DANIEL GONCALVES,14:35 - 15:05
KANE & ABEL,14:10 - 14:30
GEORGE ORANGE,13:35 - 14:05
FAIL FAIL WIN,13:00 - 13:30
SATURDAY,
CARAVAN OF LOST SOULS,23:45 - 01:45
PAUL CURRIE,17:25 - 17:55
AKIRA,16:55 - 17:25
DAN THE HAT,16:20 - 16:50
KANE & ABEL,15:45 - 16:15
JEZ MANSFIELD MASTER MAGICIAN,15:20 - 15:40
DANIEL GONCALVES,14:45 - 15:15
GEORGE ORANGE,14:10 - 14:40
FAIL FAIL WIN,13:35 - 14:05
UMAMI DANCE THEATRE,13:00 - 13:30
SUNDAY,
KANE & ABLE,17:05 - 17:35
DAN THE HAT,16:30 - 17:00
AKIRA,15:55 - 16:25
PAUL CURRIE,15:20 - 15:50
GEORGE ORANGE,14:45 - 15:15
FAIL FAIL WIN,14:10 - 14:40
DANIEL GONCALVES,13:35 - 14:05
UMAMI DANCE THEATRE,13:00 - 13:30
WALKABOUTS,
WEDNESDAY,
GLOW BROS,00:30 - 02:30
GLOW BROS,21:30 - 23:30
THE SUMMER OF LOVE BIKE,17:55 - 18:40
THE SKY AT DAY,17:55 - 18:40
THE SKY AT DAY,14:55 - 15:40
THE SUMMER OF LOVE BIKE,14:55 - 15:40
THURSDAY,
GLOWBROS,00:00 - 02:00
RUNAWAY CHRISTMAS TREE FAIRY,23:45 - 00:30
CORVUS ANGELICUS - THE ANGELS,23:15 - 00:00
CORVUS ANGELICUS - THE ANGELS,22:00 - 22:45
RUNAWAY CHRISTMAS TREE FAIRY,22:00 - 22:45
GLOWBROS,21:30 - 23:30
IGOR RASPUTINS CARAVAN OF LOST SOULS,21:00 - 22:30
EMERGENCY EXIT ARTS,18:00 - 19:30
THE SKY AT DAY,17:55 - 18:40
NATURAL DIVERSIONS,17:30 - 18:15
CHRIS LYNAM,17:00 - 18:00
NATURAL THEATRE COMPANY,16:45 - 17:30
ARRAY COLLECTIVE,16:00 - 17:00
INNER SPIN,16:00 - 16:45
SWANK,15:30 - 16:35
THE DAPPER CHAPS,15:30 - 16:30
THE OLD TIME RAGS,15:20 - 15:50
BOOTWORKS THEATRE,15:15 - 16:45
THE OTHER HALF PRODUCTIONS,15:00 - 16:00
MASTERS OF THE KAZOONIVERSE,15:00 - 15:45
THE SKY AT DAY,14:55 - 15:40
OZMOSES MAGICIAN,14:10 - 14:55
SWANK,13:45 - 14:30
THE OLD TIME RAGS,12:40 - 13:10
THE DAPPER CHAPS,12:30 - 13:30
THE SUMMER OF LOVE BIKE,12:25 - 13:10
THE SKY AT DAY,12:20 - 13:05
BOOTWORKS THEATRE,12:05 - 13:35
NATURAL DIVERSIONS,11:40 - 12:25
NATURAL THEATRE COMPANY,11:30 - 12:15
THE SUMMER OF LOVE BIKE,10:55 - 11:40
FESTIVAL WHISPERS,10:50 - 11:35
FRIDAY,
THE SPIDER,01:15 - 02:00
GLOWBROS,01:20 - 03:20
IGOR RASPUTINS CARAVAN OF LOST SOULS,23:45 - 01:15
RUNAWAY CHRISTMAS TREE FAIRY,23:15 - 00:00
CORVUS ANGELICUS,23:15 - 00:00
EMERGENCY EXIT ARTS,22:45 - 00:15
THE SPIDER,22:15 - 23:00
SWYRON,22:15 - 23:00
CORVUS ANGELICUS,22:00 - 22:45
THE CLOUDMEN,21:40 - 22:40
GLOWBROS,21:30 - 23:30
RUNAWAY CHRISTMAS TREE FAIRY,21:30 - 22:15
HIGH FLYERS,21:00 - 21:45
MIRROR DIVAS,21:00 - 21:30
HIGH FLYERS,19:00 - 19:45
THE SHOW GLOBE,18:30 - 19:00
MAGNIFICENT KEVENS,18:20 - 19:05
SWYRON,18:15 - 19:00
MIRROR DIVAS,18:15 - 19:00
THE CLOUDMEN,18:10 - 19:10
EMERGENCY EXIT ARTS,18:00 - 19:30
CURIOUS ODDITIES,18:00 - 18:45
THE SKY AT DAY,17:55 - 18:40
GUILLERMO LEON,17:50 - 18:35
FRED THE PUPPET PUB LANDLORD,17:30 - 18:00
ROSE POPAY & CO,17:20 - 18:05
CHRIS LYNAM,17:00 - 18:00
DISCO ROBOT GIRLZ,16:45 - 17:30
JAY RAWLINGS,16:45 - 17:15
CLAMOUR OF BELLS,16:35 - 17:20
THE BIG HEADS,16:30 - 17:15
RAJASTHAN HERITAGE BRASS BAND,16:30 - 17:15
UKELELE THRASH MOB,16:30 - 17:15
MOANING LISA AND LEO,16:30 - 17:00
VAMOS THEATRE,16:25 - 17:10
DAVID HARRY - THE DELUSIONIST,16:10 - 16:55
STRANGELINGS,16:00 - 17:00
THE SHOW GLOBE,16:00 - 16:30
ARRAY COLLECTIVE,16:00 - 17:00
ICARUS,15:50 - 16:20
SWANK,15:50 - 16:35
FAIRLY FAMOUS FAMILY,15:45 - 16:30
FAIRLY FAMOUS FAMILY,15:45 - 16:30
FAIRLY FAMOUS FAMILY,15:45 - 16:30
FAIR PLAY,15:40 - 16:25
